cv_id,text,skills,level,profile_type,domain,text_canonical
CV_0222,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- communication
- budgeting
- project management
- leadership
- planning
- stakeholder management
- scrum
- agile
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","communication, budgeting, project management, leadership, planning, stakeholder management, scrum, agile, teamwork",intermediate,specialized,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - communication - budgeting - project management - leadership - planning - stakeholder management - scrum - agile education bachelor s master s related to management. soft skills communication, teamwork. communication, budgeting, project management, leadership, planning, stakeholder management, scrum, agile, teamwork"
CV_0223,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- machine learning
- tableau
- python
- pandas
- numpy
- statistics
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","machine learning, tableau, python, pandas, numpy, statistics, problem solving",junior,specialized,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - machine learning - tableau - python - pandas - numpy - statistics - problem solving education bachelor s master s related to data. soft skills communication, teamwork. machine learning, tableau, python, pandas, numpy, statistics, problem solving"
CV_0224,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- budgeting
- etl
- python
- power bi
- statistics
- email marketing
- agile
- tableau
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","budgeting, etl, python, power bi, statistics, email marketing, agile, tableau, english, communication",junior,polyvalent,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - budgeting - etl - python - power bi - statistics - email marketing - agile - tableau education bachelor s master s related to software. soft skills communication, teamwork. budgeting, etl, python, power bi, statistics, email marketing, agile, tableau, english, communication"
CV_0225,"CV Profile: senior candidate in finance. Experience with relevant tools and projects. Skills:
- copywriting
- firewalls
- branding
- google analytics
- seo
- crm
- power bi
- content marketing
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","copywriting, firewalls, branding, google analytics, seo, crm, power bi, content marketing, social media, tableau, risk assessment, data visualization, presentation, reporting",senior,polyvalent,finance,"cv profile senior candidate in finance. experience with relevant tools and projects. skills - copywriting - firewalls - branding - google analytics - seo - crm - power bi - content marketing education bachelor s master s related to finance. soft skills communication, teamwork. copywriting, firewalls, branding, google analytics, seo, crm, power bi, content marketing, social media, tableau, risk assessment, data visualization, presentation, reporting"
CV_0226,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- budgeting
- project management
- agile
- communication
- scrum
- stakeholder management
- leadership
- planning
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","budgeting, project management, agile, communication, scrum, stakeholder management, leadership, planning, presentation",intermediate,specialized,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - budgeting - project management - agile - communication - scrum - stakeholder management - leadership - planning education bachelor s master s related to management. soft skills communication, teamwork. budgeting, project management, agile, communication, scrum, stakeholder management, leadership, planning, presentation"
CV_0227,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- crm
- content marketing
- python
- git
- javascript
- rest api
- google analytics
- seo
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","crm, content marketing, python, git, javascript, rest api, google analytics, seo, copywriting, email marketing, presentation, problem solving, english",intermediate,polyvalent,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - crm - content marketing - python - git - javascript - rest api - google analytics - seo education bachelor s master s related to finance. soft skills communication, teamwork. crm, content marketing, python, git, javascript, rest api, google analytics, seo, copywriting, email marketing, presentation, problem solving, english"
CV_0228,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- ux research
- adobe illustrator
- typography
- figma
- adobe photoshop
- ui design
- teamwork
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ux research, adobe illustrator, typography, figma, adobe photoshop, ui design, teamwork",junior,specialized,design,"cv profile junior candidate in design. experience with relevant tools and projects. skills - ux research - adobe illustrator - typography - figma - adobe photoshop - ui design - teamwork education bachelor s master s related to design. soft skills communication, teamwork. ux research, adobe illustrator, typography, figma, adobe photoshop, ui design, teamwork"
CV_0229,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- firewalls
- cryptography
- risk assessment
- siem
- penetration testing
- linux
- teamwork
- communication
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","firewalls, cryptography, risk assessment, siem, penetration testing, linux, teamwork, communication",junior,specialized,cybersecurity,"cv profile junior candidate in cybersecurity. experience with relevant tools and projects. skills - firewalls - cryptography - risk assessment - siem - penetration testing - linux - teamwork - communication education bachelor s master s related to cybersecurity. soft skills communication, teamwork. firewalls, cryptography, risk assessment, siem, penetration testing, linux, teamwork, communication"
CV_0230,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- microservices
- pandas
- tableau
- data visualization
- testing
- statistics
- java
- linux
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","microservices, pandas, tableau, data visualization, testing, statistics, java, linux, english, problem solving",junior,polyvalent,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - microservices - pandas - tableau - data visualization - testing - statistics - java - linux education bachelor s master s related to software. soft skills communication, teamwork. microservices, pandas, tableau, data visualization, testing, statistics, java, linux, english, problem solving"
CV_0231,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- accounting
- sql
- powerpoint
- business intelligence
- excel
- risk analysis
- teamwork
- communication
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","accounting, sql, powerpoint, business intelligence, excel, risk analysis, teamwork, communication",junior,specialized,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - accounting - sql - powerpoint - business intelligence - excel - risk analysis - teamwork - communication education bachelor s master s related to finance. soft skills communication, teamwork. accounting, sql, powerpoint, business intelligence, excel, risk analysis, teamwork, communication"
CV_0232,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- figma
- adobe illustrator
- ux research
- wireframing
- ui design
- design systems
- english
- reporting
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","figma, adobe illustrator, ux research, wireframing, ui design, design systems, english, reporting",junior,specialized,design,"cv profile junior candidate in design. experience with relevant tools and projects. skills - figma - adobe illustrator - ux research - wireframing - ui design - design systems - english - reporting education bachelor s master s related to design. soft skills communication, teamwork. figma, adobe illustrator, ux research, wireframing, ui design, design systems, english, reporting"
CV_0233,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- ui design
- wireframing
- design systems
- figma
- adobe photoshop
- typography
- ux research
- adobe illustrator
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ui design, wireframing, design systems, figma, adobe photoshop, typography, ux research, adobe illustrator, english",intermediate,specialized,design,"cv profile intermediate candidate in design. experience with relevant tools and projects. skills - ui design - wireframing - design systems - figma - adobe photoshop - typography - ux research - adobe illustrator education bachelor s master s related to design. soft skills communication, teamwork. ui design, wireframing, design systems, figma, adobe photoshop, typography, ux research, adobe illustrator, english"
CV_0234,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- planning
- project management
- seo
- email marketing
- budgeting
- scrum
- crm
- content marketing
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","planning, project management, seo, email marketing, budgeting, scrum, crm, content marketing, google analytics, copywriting, communication, presentation, english",intermediate,polyvalent,cybersecurity,"cv profile intermediate candidate in cybersecurity. experience with relevant tools and projects. skills - planning - project management - seo - email marketing - budgeting - scrum - crm - content marketing education bachelor s master s related to cybersecurity. soft skills communication, teamwork. planning, project management, seo, email marketing, budgeting, scrum, crm, content marketing, google analytics, copywriting, communication, presentation, english"
CV_0235,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- data visualization
- etl
- python
- statistics
- numpy
- tableau
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","data visualization, etl, python, statistics, numpy, tableau, problem solving",junior,specialized,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - data visualization - etl - python - statistics - numpy - tableau - problem solving education bachelor s master s related to data. soft skills communication, teamwork. data visualization, etl, python, statistics, numpy, tableau, problem solving"
CV_0236,"CV Profile: senior candidate in software. Experience with relevant tools and projects. Skills:
- linux
- javascript
- python
- docker
- microservices
- rest api
- java
- testing
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, javascript, python, docker, microservices, rest api, java, testing, git, cloud, reporting, english",senior,specialized,software,"cv profile senior candidate in software. experience with relevant tools and projects. skills - linux - javascript - python - docker - microservices - rest api - java - testing education bachelor s master s related to software. soft skills communication, teamwork. linux, javascript, python, docker, microservices, rest api, java, testing, git, cloud, reporting, english"
CV_0237,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- data visualization
- statistics
- power bi
- numpy
- pandas
- python
- presentation
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","data visualization, statistics, power bi, numpy, pandas, python, presentation, problem solving",junior,specialized,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - data visualization - statistics - power bi - numpy - pandas - python - presentation - problem solving education bachelor s master s related to data. soft skills communication, teamwork. data visualization, statistics, power bi, numpy, pandas, python, presentation, problem solving"
CV_0238,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- powerpoint
- risk analysis
- accounting
- financial modeling
- excel
- forecasting
- sql
- business intelligence
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","powerpoint, risk analysis, accounting, financial modeling, excel, forecasting, sql, business intelligence, communication, english",intermediate,specialized,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - powerpoint - risk analysis - accounting - financial modeling - excel - forecasting - sql - business intelligence education bachelor s master s related to finance. soft skills communication, teamwork. powerpoint, risk analysis, accounting, financial modeling, excel, forecasting, sql, business intelligence, communication, english"
CV_0239,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- social media
- content marketing
- seo
- email marketing
- copywriting
- branding
- teamwork
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","social media, content marketing, seo, email marketing, copywriting, branding, teamwork",junior,specialized,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - social media - content marketing - seo - email marketing - copywriting - branding - teamwork education bachelor s master s related to marketing. soft skills communication, teamwork. social media, content marketing, seo, email marketing, copywriting, branding, teamwork"
CV_0240,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- wireframing
- stakeholder management
- testing
- cloud
- java
- ux research
- design systems
- javascript
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","wireframing, stakeholder management, testing, cloud, java, ux research, design systems, javascript, git, typography, reporting, problem solving, teamwork",intermediate,polyvalent,marketing,"cv profile intermediate candidate in marketing. experience with relevant tools and projects. skills - wireframing - stakeholder management - testing - cloud - java - ux research - design systems - javascript education bachelor s master s related to marketing. soft skills communication, teamwork. wireframing, stakeholder management, testing, cloud, java, ux research, design systems, javascript, git, typography, reporting, problem solving, teamwork"
CV_0241,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- risk analysis
- excel
- forecasting
- business intelligence
- sql
- financial modeling
- teamwork
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","risk analysis, excel, forecasting, business intelligence, sql, financial modeling, teamwork",junior,specialized,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - risk analysis - excel - forecasting - business intelligence - sql - financial modeling - teamwork education bachelor s master s related to finance. soft skills communication, teamwork. risk analysis, excel, forecasting, business intelligence, sql, financial modeling, teamwork"
CV_0242,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- python
- power bi
- etl
- planning
- data visualization
- java
- docker
- pandas
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","python, power bi, etl, planning, data visualization, java, docker, pandas, budgeting, sql, problem solving, presentation, teamwork",intermediate,polyvalent,cybersecurity,"cv profile intermediate candidate in cybersecurity. experience with relevant tools and projects. skills - python - power bi - etl - planning - data visualization - java - docker - pandas education bachelor s master s related to cybersecurity. soft skills communication, teamwork. python, power bi, etl, planning, data visualization, java, docker, pandas, budgeting, sql, problem solving, presentation, teamwork"
CV_0243,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- linux
- rest api
- javascript
- testing
- docker
- microservices
- cloud
- python
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, rest api, javascript, testing, docker, microservices, cloud, python, english",intermediate,specialized,software,"cv profile intermediate candidate in software. experience with relevant tools and projects. skills - linux - rest api - javascript - testing - docker - microservices - cloud - python education bachelor s master s related to software. soft skills communication, teamwork. linux, rest api, javascript, testing, docker, microservices, cloud, python, english"
CV_0244,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- siem
- cryptography
- network security
- penetration testing
- incident response
- risk assessment
- firewalls
- linux
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","siem, cryptography, network security, penetration testing, incident response, risk assessment, firewalls, linux, reporting, teamwork",intermediate,specialized,cybersecurity,"cv profile intermediate candidate in cybersecurity. experience with relevant tools and projects. skills - siem - cryptography - network security - penetration testing - incident response - risk assessment - firewalls - linux education bachelor s master s related to cybersecurity. soft skills communication, teamwork. siem, cryptography, network security, penetration testing, incident response, risk assessment, firewalls, linux, reporting, teamwork"
CV_0245,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- typography
- network security
- design systems
- ux research
- penetration testing
- ui design
- firewalls
- siem
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","typography, network security, design systems, ux research, penetration testing, ui design, firewalls, siem, incident response, figma, teamwork, presentation, communication",intermediate,polyvalent,design,"cv profile intermediate candidate in design. experience with relevant tools and projects. skills - typography - network security - design systems - ux research - penetration testing - ui design - firewalls - siem education bachelor s master s related to design. soft skills communication, teamwork. typography, network security, design systems, ux research, penetration testing, ui design, firewalls, siem, incident response, figma, teamwork, presentation, communication"
CV_0246,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- network security
- risk assessment
- incident response
- cryptography
- penetration testing
- firewalls
- english
- presentation
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","network security, risk assessment, incident response, cryptography, penetration testing, firewalls, english, presentation",junior,specialized,cybersecurity,"cv profile junior candidate in cybersecurity. experience with relevant tools and projects. skills - network security - risk assessment - incident response - cryptography - penetration testing - firewalls - english - presentation education bachelor s master s related to cybersecurity. soft skills communication, teamwork. network security, risk assessment, incident response, cryptography, penetration testing, firewalls, english, presentation"
CV_0247,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- risk assessment
- firewalls
- penetration testing
- linux
- cryptography
- incident response
- network security
- siem
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","risk assessment, firewalls, penetration testing, linux, cryptography, incident response, network security, siem, communication, problem solving",intermediate,specialized,cybersecurity,"cv profile intermediate candidate in cybersecurity. experience with relevant tools and projects. skills - risk assessment - firewalls - penetration testing - linux - cryptography - incident response - network security - siem education bachelor s master s related to cybersecurity. soft skills communication, teamwork. risk assessment, firewalls, penetration testing, linux, cryptography, incident response, network security, siem, communication, problem solving"
CV_0248,"CV Profile: senior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- siem
- incident response
- linux
- network security
- penetration testing
- cryptography
- risk assessment
- firewalls
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","siem, incident response, linux, network security, penetration testing, cryptography, risk assessment, firewalls, presentation, teamwork",senior,specialized,cybersecurity,"cv profile senior candidate in cybersecurity. experience with relevant tools and projects. skills - siem - incident response - linux - network security - penetration testing - cryptography - risk assessment - firewalls education bachelor s master s related to cybersecurity. soft skills communication, teamwork. siem, incident response, linux, network security, penetration testing, cryptography, risk assessment, firewalls, presentation, teamwork"
CV_0249,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- google analytics
- branding
- crm
- social media
- email marketing
- copywriting
- seo
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, google analytics, branding, crm, social media, email marketing, copywriting, seo, teamwork, communication",senior,specialized,marketing,"cv profile senior candidate in marketing. experience with relevant tools and projects. skills - content marketing - google analytics - branding - crm - social media - email marketing - copywriting - seo education bachelor s master s related to marketing. soft skills communication, teamwork. content marketing, google analytics, branding, crm, social media, email marketing, copywriting, seo, teamwork, communication"
CV_0250,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- etl
- machine learning
- python
- power bi
- tableau
- statistics
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","etl, machine learning, python, power bi, tableau, statistics, problem solving",junior,specialized,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - etl - machine learning - python - power bi - tableau - statistics - problem solving education bachelor s master s related to data. soft skills communication, teamwork. etl, machine learning, python, power bi, tableau, statistics, problem solving"
CV_0251,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- stakeholder management
- project management
- budgeting
- agile
- communication
- scrum
- leadership
- planning
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","stakeholder management, project management, budgeting, agile, communication, scrum, leadership, planning, problem solving",intermediate,specialized,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - stakeholder management - project management - budgeting - agile - communication - scrum - leadership - planning education bachelor s master s related to management. soft skills communication, teamwork. stakeholder management, project management, budgeting, agile, communication, scrum, leadership, planning, problem solving"
CV_0252,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- communication
- project management
- planning
- leadership
- stakeholder management
- budgeting
- english
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","communication, project management, planning, leadership, stakeholder management, budgeting, english, problem solving",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - communication - project management - planning - leadership - stakeholder management - budgeting - english - problem solving education bachelor s master s related to management. soft skills communication, teamwork. communication, project management, planning, leadership, stakeholder management, budgeting, english, problem solving"
CV_0253,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- linux
- docker
- git
- microservices
- javascript
- testing
- teamwork
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, docker, git, microservices, javascript, testing, teamwork",junior,specialized,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - linux - docker - git - microservices - javascript - testing - teamwork education bachelor s master s related to software. soft skills communication, teamwork. linux, docker, git, microservices, javascript, testing, teamwork"
CV_0254,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- planning
- budgeting
- communication
- stakeholder management
- agile
- scrum
- project management
- leadership
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","planning, budgeting, communication, stakeholder management, agile, scrum, project management, leadership, reporting, english",intermediate,specialized,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - planning - budgeting - communication - stakeholder management - agile - scrum - project management - leadership education bachelor s master s related to management. soft skills communication, teamwork. planning, budgeting, communication, stakeholder management, agile, scrum, project management, leadership, reporting, english"
CV_0255,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- social media
- crm
- seo
- branding
- copywriting
- email marketing
- google analytics
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, social media, crm, seo, branding, copywriting, email marketing, google analytics, teamwork",senior,specialized,marketing,"cv profile senior candidate in marketing. experience with relevant tools and projects. skills - content marketing - social media - crm - seo - branding - copywriting - email marketing - google analytics education bachelor s master s related to marketing. soft skills communication, teamwork. content marketing, social media, crm, seo, branding, copywriting, email marketing, google analytics, teamwork"
CV_0256,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- agile
- planning
- stakeholder management
- leadership
- communication
- scrum
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","agile, planning, stakeholder management, leadership, communication, scrum, problem solving",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - agile - planning - stakeholder management - leadership - communication - scrum - problem solving education bachelor s master s related to management. soft skills communication, teamwork. agile, planning, stakeholder management, leadership, communication, scrum, problem solving"
CV_0257,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- numpy
- pandas
- etl
- data visualization
- python
- power bi
- communication
- english
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","numpy, pandas, etl, data visualization, python, power bi, communication, english",junior,specialized,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - numpy - pandas - etl - data visualization - python - power bi - communication - english education bachelor s master s related to data. soft skills communication, teamwork. numpy, pandas, etl, data visualization, python, power bi, communication, english"
CV_0258,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- java
- cloud
- testing
- microservices
- javascript
- docker
- english
- problem solving
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","java, cloud, testing, microservices, javascript, docker, english, problem solving",junior,specialized,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - java - cloud - testing - microservices - javascript - docker - english - problem solving education bachelor s master s related to software. soft skills communication, teamwork. java, cloud, testing, microservices, javascript, docker, english, problem solving"
CV_0259,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- business intelligence
- excel
- financial modeling
- accounting
- risk analysis
- sql
- powerpoint
- forecasting
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","business intelligence, excel, financial modeling, accounting, risk analysis, sql, powerpoint, forecasting, problem solving, teamwork",intermediate,specialized,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - business intelligence - excel - financial modeling - accounting - risk analysis - sql - powerpoint - forecasting education bachelor s master s related to finance. soft skills communication, teamwork. business intelligence, excel, financial modeling, accounting, risk analysis, sql, powerpoint, forecasting, problem solving, teamwork"
CV_0260,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- numpy
- adobe photoshop
- python
- sql
- power bi
- statistics
- wireframing
- cryptography
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","numpy, adobe photoshop, python, sql, power bi, statistics, wireframing, cryptography, ux research, data visualization, problem solving, english, communication",intermediate,polyvalent,data,"cv profile intermediate candidate in data. experience with relevant tools and projects. skills - numpy - adobe photoshop - python - sql - power bi - statistics - wireframing - cryptography education bachelor s master s related to data. soft skills communication, teamwork. numpy, adobe photoshop, python, sql, power bi, statistics, wireframing, cryptography, ux research, data visualization, problem solving, english, communication"
CV_0261,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- seo
- excel
- ui design
- google analytics
- typography
- content marketing
- sql
- figma
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","seo, excel, ui design, google analytics, typography, content marketing, sql, figma, reporting, presentation",junior,polyvalent,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - seo - excel - ui design - google analytics - typography - content marketing - sql - figma education bachelor s master s related to software. soft skills communication, teamwork. seo, excel, ui design, google analytics, typography, content marketing, sql, figma, reporting, presentation"
CV_0262,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- stakeholder management
- machine learning
- communication
- budgeting
- leadership
- etl
- tableau
- agile
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","stakeholder management, machine learning, communication, budgeting, leadership, etl, tableau, agile, english, reporting, presentation",junior,polyvalent,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - stakeholder management - machine learning - communication - budgeting - leadership - etl - tableau - agile education bachelor s master s related to data. soft skills communication, teamwork. stakeholder management, machine learning, communication, budgeting, leadership, etl, tableau, agile, english, reporting, presentation"
CV_0263,"CV Profile: senior candidate in design. Experience with relevant tools and projects. Skills:
- risk assessment
- sql
- siem
- financial modeling
- business intelligence
- risk analysis
- powerpoint
- forecasting
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","risk assessment, sql, siem, financial modeling, business intelligence, risk analysis, powerpoint, forecasting, penetration testing, cryptography, linux, firewalls, communication, english, presentation",senior,polyvalent,design,"cv profile senior candidate in design. experience with relevant tools and projects. skills - risk assessment - sql - siem - financial modeling - business intelligence - risk analysis - powerpoint - forecasting education bachelor s master s related to design. soft skills communication, teamwork. risk assessment, sql, siem, financial modeling, business intelligence, risk analysis, powerpoint, forecasting, penetration testing, cryptography, linux, firewalls, communication, english, presentation"
CV_0264,"CV Profile: senior candidate in software. Experience with relevant tools and projects. Skills:
- leadership
- agile
- planning
- rest api
- project management
- microservices
- budgeting
- communication
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","leadership, agile, planning, rest api, project management, microservices, budgeting, communication, testing, java, javascript, cloud, reporting",senior,polyvalent,software,"cv profile senior candidate in software. experience with relevant tools and projects. skills - leadership - agile - planning - rest api - project management - microservices - budgeting - communication education bachelor s master s related to software. soft skills communication, teamwork. leadership, agile, planning, rest api, project management, microservices, budgeting, communication, testing, java, javascript, cloud, reporting"
CV_0265,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- leadership
- budgeting
- adobe illustrator
- ui design
- agile
- wireframing
- incident response
- siem
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","leadership, budgeting, adobe illustrator, ui design, agile, wireframing, incident response, siem, reporting, communication, presentation",junior,polyvalent,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - leadership - budgeting - adobe illustrator - ui design - agile - wireframing - incident response - siem education bachelor s master s related to software. soft skills communication, teamwork. leadership, budgeting, adobe illustrator, ui design, agile, wireframing, incident response, siem, reporting, communication, presentation"
CV_0266,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- communication
- content marketing
- project management
- typography
- leadership
- scrum
- seo
- agile
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","communication, content marketing, project management, typography, leadership, scrum, seo, agile, stakeholder management, budgeting, email marketing, branding, teamwork, presentation, reporting",senior,polyvalent,marketing,"cv profile senior candidate in marketing. experience with relevant tools and projects. skills - communication - content marketing - project management - typography - leadership - scrum - seo - agile education bachelor s master s related to marketing. soft skills communication, teamwork. communication, content marketing, project management, typography, leadership, scrum, seo, agile, stakeholder management, budgeting, email marketing, branding, teamwork, presentation, reporting"
CV_0267,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- linux
- design systems
- javascript
- ui design
- testing
- adobe photoshop
- adobe illustrator
- figma
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","linux, design systems, javascript, ui design, testing, adobe photoshop, adobe illustrator, figma, risk assessment, firewalls, problem solving, teamwork",intermediate,polyvalent,data,"cv profile intermediate candidate in data. experience with relevant tools and projects. skills - linux - design systems - javascript - ui design - testing - adobe photoshop - adobe illustrator - figma education bachelor s master s related to data. soft skills communication, teamwork. linux, design systems, javascript, ui design, testing, adobe photoshop, adobe illustrator, figma, risk assessment, firewalls, problem solving, teamwork"
CV_0268,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- cloud
- penetration testing
- email marketing
- seo
- git
- python
- microservices
- testing
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","cloud, penetration testing, email marketing, seo, git, python, microservices, testing, incident response, siem, teamwork, problem solving",intermediate,polyvalent,design,"cv profile intermediate candidate in design. experience with relevant tools and projects. skills - cloud - penetration testing - email marketing - seo - git - python - microservices - testing education bachelor s master s related to design. soft skills communication, teamwork. cloud, penetration testing, email marketing, seo, git, python, microservices, testing, incident response, siem, teamwork, problem solving"
