cv_id,text,skills,level,profile_type,domain
CV_0251,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- stakeholder management
- project management
- budgeting
- agile
- communication
- scrum
- leadership
- planning
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","stakeholder management, project management, budgeting, agile, communication, scrum, leadership, planning, problem solving",intermediate,specialized,management
CV_0252,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- communication
- project management
- planning
- leadership
- stakeholder management
- budgeting
- english
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","communication, project management, planning, leadership, stakeholder management, budgeting, english, problem solving",junior,specialized,management
CV_0253,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- linux
- docker
- git
- microservices
- javascript
- testing
- teamwork
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, docker, git, microservices, javascript, testing, teamwork",junior,specialized,software
CV_0254,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- planning
- budgeting
- communication
- stakeholder management
- agile
- scrum
- project management
- leadership
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","planning, budgeting, communication, stakeholder management, agile, scrum, project management, leadership, reporting, english",intermediate,specialized,management
CV_0255,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- social media
- crm
- seo
- branding
- copywriting
- email marketing
- google analytics
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, social media, crm, seo, branding, copywriting, email marketing, google analytics, teamwork",senior,specialized,marketing
CV_0256,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- agile
- planning
- stakeholder management
- leadership
- communication
- scrum
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","agile, planning, stakeholder management, leadership, communication, scrum, problem solving",junior,specialized,management
CV_0257,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- numpy
- pandas
- etl
- data visualization
- python
- power bi
- communication
- english
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","numpy, pandas, etl, data visualization, python, power bi, communication, english",junior,specialized,data
CV_0258,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- java
- cloud
- testing
- microservices
- javascript
- docker
- english
- problem solving
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","java, cloud, testing, microservices, javascript, docker, english, problem solving",junior,specialized,software
CV_0259,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- business intelligence
- excel
- financial modeling
- accounting
- risk analysis
- sql
- powerpoint
- forecasting
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","business intelligence, excel, financial modeling, accounting, risk analysis, sql, powerpoint, forecasting, problem solving, teamwork",intermediate,specialized,finance
CV_0260,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- numpy
- adobe photoshop
- python
- sql
- power bi
- statistics
- wireframing
- cryptography
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","numpy, adobe photoshop, python, sql, power bi, statistics, wireframing, cryptography, ux research, data visualization, problem solving, english, communication",intermediate,polyvalent,data
CV_0261,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- seo
- excel
- ui design
- google analytics
- typography
- content marketing
- sql
- figma
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","seo, excel, ui design, google analytics, typography, content marketing, sql, figma, reporting, presentation",junior,polyvalent,software
CV_0262,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- stakeholder management
- machine learning
- communication
- budgeting
- leadership
- etl
- tableau
- agile
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","stakeholder management, machine learning, communication, budgeting, leadership, etl, tableau, agile, english, reporting, presentation",junior,polyvalent,data
CV_0263,"CV Profile: senior candidate in design. Experience with relevant tools and projects. Skills:
- risk assessment
- sql
- siem
- financial modeling
- business intelligence
- risk analysis
- powerpoint
- forecasting
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","risk assessment, sql, siem, financial modeling, business intelligence, risk analysis, powerpoint, forecasting, penetration testing, cryptography, linux, firewalls, communication, english, presentation",senior,polyvalent,design
CV_0264,"CV Profile: senior candidate in software. Experience with relevant tools and projects. Skills:
- leadership
- agile
- planning
- rest api
- project management
- microservices
- budgeting
- communication
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","leadership, agile, planning, rest api, project management, microservices, budgeting, communication, testing, java, javascript, cloud, reporting",senior,polyvalent,software
CV_0265,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- leadership
- budgeting
- adobe illustrator
- ui design
- agile
- wireframing
- incident response
- siem
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","leadership, budgeting, adobe illustrator, ui design, agile, wireframing, incident response, siem, reporting, communication, presentation",junior,polyvalent,software
CV_0266,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- communication
- content marketing
- project management
- typography
- leadership
- scrum
- seo
- agile
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","communication, content marketing, project management, typography, leadership, scrum, seo, agile, stakeholder management, budgeting, email marketing, branding, teamwork, presentation, reporting",senior,polyvalent,marketing
CV_0267,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- linux
- design systems
- javascript
- ui design
- testing
- adobe photoshop
- adobe illustrator
- figma
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","linux, design systems, javascript, ui design, testing, adobe photoshop, adobe illustrator, figma, risk assessment, firewalls, problem solving, teamwork",intermediate,polyvalent,data
CV_0268,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- cloud
- penetration testing
- email marketing
- seo
- git
- python
- microservices
- testing
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","cloud, penetration testing, email marketing, seo, git, python, microservices, testing, incident response, siem, teamwork, problem solving",intermediate,polyvalent,design
CV_0269,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- rest api
- cloud
- docker
- linux
- javascript
- git
- python
- java
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","rest api, cloud, docker, linux, javascript, git, python, java, presentation",intermediate,specialized,software
CV_0270,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- branding
- content marketing
- copywriting
- seo
- social media
- google analytics
- email marketing
- crm
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","branding, content marketing, copywriting, seo, social media, google analytics, email marketing, crm, teamwork",intermediate,specialized,marketing
CV_0271,"CV Profile: senior candidate in software. Experience with relevant tools and projects. Skills:
- cloud
- linux
- javascript
- testing
- rest api
- java
- python
- docker
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","cloud, linux, javascript, testing, rest api, java, python, docker, microservices, git, presentation, communication",senior,specialized,software
CV_0272,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- machine learning
- tableau
- etl
- data visualization
- python
- sql
- presentation
- english
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","machine learning, tableau, etl, data visualization, python, sql, presentation, english",junior,specialized,data
CV_0273,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- excel
- business intelligence
- forecasting
- financial modeling
- accounting
- sql
- reporting
- teamwork
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","excel, business intelligence, forecasting, financial modeling, accounting, sql, reporting, teamwork",junior,specialized,finance
CV_0274,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- statistics
- tableau
- numpy
- machine learning
- sql
- python
- power bi
- data visualization
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","statistics, tableau, numpy, machine learning, sql, python, power bi, data visualization, teamwork, communication",intermediate,specialized,data
CV_0275,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- ui design
- seo
- budgeting
- email marketing
- project management
- leadership
- figma
- google analytics
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","ui design, seo, budgeting, email marketing, project management, leadership, figma, google analytics, english, communication",junior,polyvalent,management
CV_0276,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- numpy
- statistics
- design systems
- ux research
- etl
- pandas
- figma
- wireframing
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","numpy, statistics, design systems, ux research, etl, pandas, figma, wireframing, reporting, presentation, communication",junior,polyvalent,software
CV_0277,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- machine learning
- sql
- tableau
- wireframing
- typography
- ui design
- statistics
- adobe photoshop
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","machine learning, sql, tableau, wireframing, typography, ui design, statistics, adobe photoshop, adobe illustrator, ux research, figma, data visualization, presentation, communication, problem solving",senior,polyvalent,marketing
CV_0278,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- copywriting
- crm
- email marketing
- seo
- branding
- social media
- google analytics
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, copywriting, crm, email marketing, seo, branding, social media, google analytics, teamwork, reporting",intermediate,specialized,marketing
CV_0279,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- ux research
- adobe illustrator
- typography
- figma
- adobe photoshop
- incident response
- network security
- ui design
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","ux research, adobe illustrator, typography, figma, adobe photoshop, incident response, network security, ui design, design systems, firewalls, communication, presentation",intermediate,polyvalent,software
CV_0280,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- seo
- google analytics
- data visualization
- etl
- numpy
- content marketing
- crm
- power bi
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","seo, google analytics, data visualization, etl, numpy, content marketing, crm, power bi, sql, machine learning, teamwork, communication",intermediate,polyvalent,data
CV_0281,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- excel
- machine learning
- design systems
- etl
- business intelligence
- typography
- numpy
- figma
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","excel, machine learning, design systems, etl, business intelligence, typography, numpy, figma, reporting, problem solving, communication",junior,polyvalent,management
CV_0282,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- firewalls
- incident response
- risk assessment
- siem
- cryptography
- penetration testing
- linux
- network security
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","firewalls, incident response, risk assessment, siem, cryptography, penetration testing, linux, network security, communication",intermediate,specialized,cybersecurity
CV_0283,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- javascript
- java
- microservices
- docker
- git
- linux
- rest api
- python
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","javascript, java, microservices, docker, git, linux, rest api, python, problem solving, reporting",intermediate,specialized,software
CV_0284,"CV Profile: senior candidate in data. Experience with relevant tools and projects. Skills:
- excel
- project management
- agile
- planning
- budgeting
- sql
- powerpoint
- risk analysis
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","excel, project management, agile, planning, budgeting, sql, powerpoint, risk analysis, accounting, stakeholder management, forecasting, leadership, presentation, problem solving",senior,polyvalent,data
CV_0285,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- powerpoint
- financial modeling
- sql
- ui design
- accounting
- business intelligence
- excel
- adobe illustrator
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","powerpoint, financial modeling, sql, ui design, accounting, business intelligence, excel, adobe illustrator, figma, ux research, reporting, english",intermediate,polyvalent,marketing
CV_0286,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- leadership
- scrum
- agile
- budgeting
- communication
- project management
- reporting
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","leadership, scrum, agile, budgeting, communication, project management, reporting",junior,specialized,management
CV_0287,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- project management
- sql
- forecasting
- planning
- scrum
- risk analysis
- financial modeling
- accounting
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","project management, sql, forecasting, planning, scrum, risk analysis, financial modeling, accounting, communication, english",junior,polyvalent,design
CV_0288,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- financial modeling
- sql
- forecasting
- powerpoint
- accounting
- risk analysis
- presentation
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","financial modeling, sql, forecasting, powerpoint, accounting, risk analysis, presentation",junior,specialized,finance
CV_0289,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- figma
- wireframing
- ui design
- typography
- ux research
- adobe photoshop
- presentation
- problem solving
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","figma, wireframing, ui design, typography, ux research, adobe photoshop, presentation, problem solving",junior,specialized,design
CV_0290,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- typography
- figma
- ux research
- adobe illustrator
- adobe photoshop
- design systems
- presentation
- communication
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","typography, figma, ux research, adobe illustrator, adobe photoshop, design systems, presentation, communication",junior,specialized,design
CV_0291,"CV Profile: senior candidate in data. Experience with relevant tools and projects. Skills:
- data visualization
- sql
- pandas
- etl
- power bi
- numpy
- python
- tableau
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","data visualization, sql, pandas, etl, power bi, numpy, python, tableau, statistics, machine learning, presentation",senior,specialized,data
CV_0292,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- linux
- firewalls
- incident response
- cryptography
- risk assessment
- penetration testing
- reporting
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","linux, firewalls, incident response, cryptography, risk assessment, penetration testing, reporting",junior,specialized,cybersecurity
CV_0293,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- email marketing
- linux
- microservices
- git
- budgeting
- communication
- javascript
- seo
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","email marketing, linux, microservices, git, budgeting, communication, javascript, seo, english, reporting, teamwork",junior,polyvalent,design
CV_0294,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- penetration testing
- incident response
- linux
- cryptography
- firewalls
- siem
- presentation
- reporting
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","penetration testing, incident response, linux, cryptography, firewalls, siem, presentation, reporting",junior,specialized,cybersecurity
CV_0295,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- agile
- planning
- communication
- project management
- stakeholder management
- javascript
- testing
- python
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","agile, planning, communication, project management, stakeholder management, javascript, testing, python, presentation, problem solving",junior,polyvalent,management
CV_0296,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- email marketing
- crm
- branding
- copywriting
- google analytics
- content marketing
- reporting
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","email marketing, crm, branding, copywriting, google analytics, content marketing, reporting",junior,specialized,marketing
CV_0297,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- python
- statistics
- pandas
- data visualization
- sql
- machine learning
- teamwork
- communication
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","python, statistics, pandas, data visualization, sql, machine learning, teamwork, communication",junior,specialized,data
CV_0298,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- figma
- ux research
- typography
- design systems
- ui design
- wireframing
- adobe illustrator
- adobe photoshop
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","figma, ux research, typography, design systems, ui design, wireframing, adobe illustrator, adobe photoshop, presentation, communication",intermediate,specialized,design
CV_0299,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- tableau
- adobe photoshop
- google analytics
- crm
- branding
- wireframing
- numpy
- python
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","tableau, adobe photoshop, google analytics, crm, branding, wireframing, numpy, python, presentation, teamwork",junior,polyvalent,finance
